"item1","item2","correlation","topic","k"
"deal","bid",0.0962197023464573,9,10
"firm","share",0.0919509999331119,9,10
"share","firm",0.0919509999331119,9,10
"charg","drug",0.0888738676025593,9,10
"drug","charg",0.0888738676025593,9,10
"yuko","charg",0.088116240226298,9,10
"charg","yuko",0.088116240226298,9,10
"compani","share",0.0833282002902543,9,10
"share","compani",0.0833282002902543,9,10
"yuko","deal",0.0604547367291136,9,10
"deal","yuko",0.0604547367291136,9,10
"court","drug",0.0566210934123386,9,10
"drug","court",0.0566210934123386,9,10
"bid","share",0.0527459242684825,9,10
"share","bid",0.0527459242684825,9,10
"russian","bid",0.0315617520423874,9,10
"bid","russian",0.0315617520423874,9,10
"russian","compani",0.0270967133621363,9,10
"compani","russian",0.0270967133621363,9,10
"charg","russian",0.004125284096265,9,10
"russian","charg",0.004125284096265,9,10
"russian","firm",-0.00803356097781193,9,10
"firm","russian",-0.00803356097781193,9,10
"bid","firm",-0.00866088773779174,9,10
"firm","bid",-0.00866088773779174,9,10
"deal","share",-0.0126365382327874,9,10
"share","deal",-0.0126365382327874,9,10
"yuko","share",-0.0225151115560002,9,10
"share","yuko",-0.0225151115560002,9,10
"russian","drug",-0.0228267713934295,9,10
"drug","russian",-0.0228267713934295,9,10
"court","bid",-0.024852091097404,9,10
"bid","court",-0.024852091097404,9,10
"russian","deal",-0.0266209228809559,9,10
"deal","russian",-0.0266209228809559,9,10
"deal","firm",-0.0371234993884495,9,10
"firm","deal",-0.0371234993884495,9,10
"yuko","drug",-0.0416985071459844,9,10
"drug","yuko",-0.0416985071459844,9,10
"charg","bid",-0.0418353925233656,9,10
"bid","charg",-0.0418353925233656,9,10
"bid","compani",-0.0454027236876831,9,10
"compani","bid",-0.0454027236876831,9,10
"court","deal",-0.0515314645972863,9,10
"deal","court",-0.0515314645972863,9,10
"court","compani",-0.0533931827106925,9,10
"compani","court",-0.0533931827106925,9,10
"drug","share",-0.0743731930396158,9,10
"share","drug",-0.0743731930396158,9,10
"deal","compani",-0.0743913289593124,9,10
"compani","deal",-0.0743913289593124,9,10
"russian","share",-0.0761332184662775,9,10
"share","russian",-0.0761332184662775,9,10
"drug","compani",-0.0887170047554433,9,10
"compani","drug",-0.0887170047554433,9,10
"drug","bid",-0.0898575581044302,9,10
"bid","drug",-0.0898575581044302,9,10
"court","firm",-0.0947397113864807,9,10
"firm","court",-0.0947397113864807,9,10
"drug","deal",-0.0958411793995238,9,10
"deal","drug",-0.0958411793995238,9,10
"charg","share",-0.101307637911251,9,10
"share","charg",-0.101307637911251,9,10
"charg","compani",-0.111703492852125,9,10
"compani","charg",-0.111703492852125,9,10
"charg","deal",-0.117021886674789,9,10
"deal","charg",-0.117021886674789,9,10
"court","share",-0.12120035792286,9,10
"share","court",-0.12120035792286,9,10
"charg","firm",-0.125441729658943,9,10
"firm","charg",-0.125441729658943,9,10
"drug","firm",-0.125884107030732,9,10
"firm","drug",-0.125884107030732,9,10
"tori","labour",0.54884093706562,10,10
"labour","tori",0.54884093706562,10,10
"labour","elect",0.546230061570947,10,10
"elect","labour",0.546230061570947,10,10
"tori","howard",0.505118134838071,10,10
"howard","tori",0.505118134838071,10,10
"labour","parti",0.500393629171671,10,10
"parti","labour",0.500393629171671,10,10
"parti","elect",0.470558070228396,10,10
"elect","parti",0.470558070228396,10,10
"tori","parti",0.459662627651852,10,10
"parti","tori",0.459662627651852,10,10
"tori","elect",0.456071296406065,10,10
"elect","tori",0.456071296406065,10,10
"labour","blair",0.438005402761215,10,10
"blair","labour",0.438005402761215,10,10
"tori","blair",0.410809435296337,10,10
"blair","tori",0.410809435296337,10,10
"elect","blair",0.405885956323163,10,10
"blair","elect",0.405885956323163,10,10
"minist","blair",0.398772712297599,10,10
"blair","minist",0.398772712297599,10,10
"howard","labour",0.371122455908585,10,10
"labour","howard",0.371122455908585,10,10
"howard","blair",0.35538964649088,10,10
"blair","howard",0.35538964649088,10,10
"howard","elect",0.294356586214358,10,10
"elect","howard",0.294356586214358,10,10
"labour","brown",0.29274479000488,10,10
"brown","labour",0.29274479000488,10,10
"brown","blair",0.292375019180192,10,10
"blair","brown",0.292375019180192,10,10
"labour","minist",0.291224459220917,10,10
"minist","labour",0.291224459220917,10,10
"howard","parti",0.290555774253532,10,10
"parti","howard",0.290555774253532,10,10
"tori","minist",0.287246944357125,10,10
"minist","tori",0.287246944357125,10,10
"minist","elect",0.281448493460215,10,10
"elect","minist",0.281448493460215,10,10
"parti","blair",0.278741608205248,10,10
"blair","parti",0.278741608205248,10,10
"elect","brown",0.270542367369982,10,10
"brown","elect",0.270542367369982,10,10
"elect","tax",0.247288993306233,10,10
"tax","elect",0.247288993306233,10,10
"tori","tax",0.231072146777959,10,10
"tax","tori",0.231072146777959,10,10
"labour","tax",0.214061519641802,10,10
"tax","labour",0.214061519641802,10,10
"tori","brown",0.205868568018883,10,10
"brown","tori",0.205868568018883,10,10
"minist","brown",0.19455122321572,10,10
"brown","minist",0.19455122321572,10,10
"parti","minist",0.184685688137355,10,10
"minist","parti",0.184685688137355,10,10
"brown","tax",0.180974804045337,10,10
"tax","brown",0.180974804045337,10,10
"parti","brown",0.169332070328603,10,10
"brown","parti",0.169332070328603,10,10
"parti","tax",0.159099025766973,10,10
"tax","parti",0.159099025766973,10,10
"howard","tax",0.125923393789162,10,10
"tax","howard",0.125923393789162,10,10
"howard","minist",0.124432400485567,10,10
"minist","howard",0.124432400485567,10,10
"howard","brown",0.110695472395963,10,10
"brown","howard",0.110695472395963,10,10
"blair","tax",0.0746652039370755,10,10
"tax","blair",0.0746652039370755,10,10
"minist","tax",0.031397608136577,10,10
"tax","minist",0.031397608136577,10,10
"tori","peopl",-0.0396847840287188,10,10
"peopl","tori",-0.0396847840287188,10,10
"parti","peopl",-0.0713384844377675,10,10
"peopl","parti",-0.0713384844377675,10,10
"elect","peopl",-0.0815922462014989,10,10
"peopl","elect",-0.0815922462014989,10,10
"labour","peopl",-0.085342705430513,10,10
"peopl","labour",-0.085342705430513,10,10
"howard","peopl",-0.0938029032911906,10,10
"peopl","howard",-0.0938029032911906,10,10
"blair","peopl",-0.0972118059464665,10,10
"peopl","blair",-0.0972118059464665,10,10
"brown","peopl",-0.151479779651021,10,10
"peopl","brown",-0.151479779651021,10,10
"tax","peopl",-0.179205186387152,10,10
"peopl","tax",-0.179205186387152,10,10
"minist","peopl",-0.258990561132298,10,10
"peopl","minist",-0.258990561132298,10,10
